,Unnamed: 0,date,zipcode,pickups,dropoffs,pickup_passengers,dropoff_passengers,FELONIES,MISDEMEANORS,VIOLATIONS,price,date_enc
1849,10949,11/2010,10032,7628,25008,12456,41222,78.0,136.0,29.0,450.0,60
1850,10950,11/2010,10033,6407,29203,9764,47900,75.0,137.0,27.0,453.0,60
1851,10951,11/2010,10034,1122,11804,1893,20046,70.0,110.0,21.0,498.0,60
1852,10952,11/2010,10035,36145,73577,61301,122363,155.0,368.0,59.0,634.0,60
1855,10955,11/2010,10038,90134,102037,151935,167911,24.0,56.0,12.0,916.0,60
1856,10956,11/2010,10039,996,7152,1980,12464,61.0,97.0,34.0,496.0,60
1859,10959,11/2010,10065,567172,499273,929509,822757,64.0,77.0,9.0,1116.0,60
1860,10960,11/2010,10069,306317,271069,512026,455690,54.0,90.0,19.0,1155.0,60
1861,10961,11/2010,10075,248927,238029,417841,397484,18.0,7.0,0.0,1026.0,60
1863,10963,11/2010,10128,315533,321859,515147,535797,45.0,71.0,13.0,883.0,60
1864,10964,11/2010,10280,24002,25983,40129,44025,3.0,3.0,0.0,851.0,60
1867,10967,11/2010,10301,719,1157,1257,2055,78.0,208.0,64.0,259.0,60
1868,10968,11/2010,10302,409,564,933,1155,40.0,102.0,23.0,224.0,60
1869,10969,11/2010,10303,5052,21948,11285,41010,25.0,75.0,25.0,205.0,60
1870,10970,11/2010,10304,212,474,286,744,43.0,100.0,37.0,246.0,60
1871,10971,11/2010,10305,998,1445,1304,2100,30.0,71.0,30.0,250.0,60
1872,10972,11/2010,10306,237,442,341,706,26.0,99.0,37.0,276.0,60
1873,10973,11/2010,10307,1697,1855,17801,18015,11.0,26.0,12.0,269.0,60
1874,10974,11/2010,10308,152,303,226,476,26.0,86.0,24.0,276.0,60
1875,10975,11/2010,10309,414,497,557,711,20.0,52.0,23.0,237.0,60
1876,10976,11/2010,10310,574,826,1148,1580,41.0,103.0,16.0,247.0,60
1877,10977,11/2010,10312,116,263,179,409,27.0,82.0,20.0,248.0,60
1878,10978,11/2010,10314,160,481,240,804,32.0,126.0,48.0,246.0,60
1884,10984,11/2010,10456,369,1702,680,2960,100.0,361.0,57.0,238.0,60
1885,10985,11/2010,10457,336,1769,583,3051,122.0,305.0,49.0,221.0,60
1887,10987,11/2010,10459,435,1410,921,2565,129.0,264.0,55.0,225.0,60
1890,10990,11/2010,10462,694,3648,1236,6328,110.0,271.0,52.0,156.0,60
1896,10996,11/2010,10470,1072,3655,2145,6231,58.0,120.0,23.0,205.0,60
1903,11003,11/2010,11004,552,834,597,1043,11.0,17.0,4.0,419.0,60
1907,11007,11/2010,11101,22664,25257,38080,43144,30.0,52.0,7.0,500.0,60
1908,11008,11/2010,11102,17858,34326,29585,57385,45.0,78.0,14.0,546.0,60
1909,11009,11/2010,11103,15603,37378,27675,64056,76.0,121.0,24.0,419.0,60
1910,11010,11/2010,11104,25824,33872,40967,55478,48.0,95.0,29.0,440.0,60
1911,11011,11/2010,11105,5177,20943,9240,35800,18.0,32.0,7.0,372.0,60
1914,11014,11/2010,11201,72589,93932,119652,156011,93.0,221.0,39.0,655.0,60
1915,11015,11/2010,11203,321,2240,557,3743,116.0,169.0,48.0,237.0,60
1916,11016,11/2010,11204,659,2557,1365,4634,45.0,70.0,29.0,362.0,60
1917,11017,11/2010,11205,6936,34472,11636,56966,93.0,160.0,35.0,412.0,60
1918,11018,11/2010,11206,4040,24141,6779,40651,167.0,328.0,51.0,258.0,60
1919,11019,11/2010,11207,379,1822,720,3178,165.0,357.0,65.0,260.0,60
1920,11020,11/2010,11208,280,1602,507,2724,171.0,319.0,61.0,238.0,60
1922,11022,11/2010,11210,1159,3613,2059,6102,123.0,200.0,36.0,306.0,60
1923,11023,11/2010,11211,59791,93480,102368,158440,117.0,173.0,15.0,541.0,60
1924,11024,11/2010,11212,234,1446,519,2554,221.0,357.0,89.0,248.0,60
1925,11025,11/2010,11213,652,5140,1095,8690,138.0,244.0,60.0,262.0,60
1926,11026,11/2010,11214,679,2739,1242,4678,74.0,135.0,38.0,372.0,60
1927,11027,11/2010,11215,9946,46670,16694,78589,60.0,128.0,21.0,593.0,60
1928,11028,11/2010,11216,1862,16236,3005,26920,148.0,289.0,52.0,387.0,60
1929,11029,11/2010,11217,34316,57859,55766,95610,124.0,284.0,53.0,595.0,60
1931,11031,11/2010,11219,556,3188,1051,5383,49.0,88.0,31.0,346.0,60
1933,11033,11/2010,11221,1064,10611,1856,17982,229.0,318.0,79.0,217.0,60
1934,11034,11/2010,11222,11137,42306,18972,70157,53.0,58.0,18.0,575.0,60
1935,11035,11/2010,11223,1485,4010,3575,7776,79.0,149.0,34.0,396.0,60
1936,11036,11/2010,11224,540,1161,1009,2134,65.0,144.0,18.0,318.0,60
1937,11037,11/2010,11225,1834,10769,3083,18208,114.0,237.0,34.0,311.0,60
1938,11038,11/2010,11226,1186,6705,2283,11381,184.0,265.0,49.0,325.0,60
1939,11039,11/2010,11228,976,4315,1507,6928,52.0,81.0,19.0,397.0,60
1942,11042,11/2010,11231,24014,31822,40501,53493,32.0,83.0,26.0,613.0,60
1943,11043,11/2010,11232,1262,5123,2089,8709,29.0,79.0,10.0,460.0,60
1944,11044,11/2010,11233,322,2454,622,4382,153.0,290.0,66.0,285.0,60
1945,11045,11/2010,11234,862,2461,1564,4356,95.0,192.0,34.0,325.0,60
1946,11046,11/2010,11235,972,3259,1515,5502,68.0,163.0,16.0,411.0,60
1948,11048,11/2010,11237,1373,11753,2493,20024,210.0,284.0,54.0,367.0,60
1949,11049,11/2010,11238,5266,32577,8869,54418,65.0,99.0,23.0,505.0,60
1951,11051,11/2010,11354,869,3179,1430,5476,36.0,56.0,16.0,418.0,60
1952,11052,11/2010,11355,2711,3937,4475,6613,64.0,98.0,33.0,416.0,60
1953,11053,11/2010,11356,877,2094,1721,3723,22.0,35.0,16.0,351.0,60
1954,11054,11/2010,11357,280,1753,486,2917,25.0,29.0,9.0,414.0,60
1955,11055,11/2010,11358,228,1448,343,2376,40.0,45.0,10.0,384.0,60
1957,11057,11/2010,11361,138,1282,210,2167,26.0,51.0,10.0,419.0,60
1958,11058,11/2010,11362,96,620,150,1042,18.0,12.0,3.0,428.0,60
1959,11059,11/2010,11363,276,958,517,1720,6.0,3.0,3.0,440.0,60
1960,11060,11/2010,11364,164,1206,309,2101,21.0,29.0,5.0,418.0,60
1961,11061,11/2010,11365,195,1486,381,2411,27.0,38.0,8.0,400.0,60
1962,11062,11/2010,11366,193,1607,323,2689,24.0,28.0,11.0,403.0,60
1963,11063,11/2010,11367,1081,4448,1827,7291,37.0,71.0,24.0,350.0,60
1964,11064,11/2010,11368,2626,6635,4877,12258,94.0,154.0,29.0,389.0,60
1965,11065,11/2010,11369,239,1105,336,1824,27.0,41.0,3.0,285.0,60
1967,11067,11/2010,11372,9124,25172,14870,43212,148.0,248.0,44.0,346.0,60
1969,11069,11/2010,11374,2682,10022,4390,16720,57.0,160.0,18.0,395.0,60
1970,11070,11/2010,11375,8934,14855,13895,24475,42.0,86.0,9.0,431.0,60
1971,11071,11/2010,11377,11700,18753,21127,33752,54.0,90.0,27.0,366.0,60
1972,11072,11/2010,11378,1754,6418,3229,11008,27.0,77.0,14.0,340.0,60
1973,11073,11/2010,11379,596,3250,1026,5399,7.0,48.0,19.0,354.0,60
1974,11074,11/2010,11385,463,2584,871,4569,52.0,153.0,21.0,320.0,60
1975,11075,11/2010,11411,158,973,312,1658,27.0,31.0,17.0,294.0,60
1976,11076,11/2010,11412,142,648,297,1130,64.0,71.0,18.0,245.0,60
1977,11077,11/2010,11413,246,1151,456,1970,60.0,72.0,16.0,263.0,60
1978,11078,11/2010,11414,469,1251,940,2328,20.0,31.0,9.0,307.0,60
1979,11079,11/2010,11415,1944,6288,3095,10591,46.0,60.0,12.0,330.0,60
1980,11080,11/2010,11416,250,973,503,1709,38.0,39.0,14.0,272.0,60
1981,11081,11/2010,11417,297,1242,520,2092,46.0,61.0,22.0,294.0,60
1982,11082,11/2010,11418,415,2059,712,3469,48.0,62.0,9.0,280.0,60
1983,11083,11/2010,11419,760,1634,1170,2682,63.0,93.0,25.0,267.0,60
1984,11084,11/2010,11420,250,1018,426,1696,38.0,38.0,11.0,281.0,60
1985,11085,11/2010,11421,561,2230,1024,3858,63.0,75.0,24.0,269.0,60
1986,11086,11/2010,11422,440,1645,851,2932,46.0,36.0,8.0,277.0,60
1987,11087,11/2010,11423,291,1420,685,2531,41.0,62.0,14.0,292.0,60
1988,11088,11/2010,11426,259,681,343,1002,22.0,16.0,4.0,335.0,60
1989,11089,11/2010,11427,119,713,209,1250,30.0,10.0,3.0,321.0,60
1990,11090,11/2010,11428,82,386,154,707,22.0,20.0,12.0,295.0,60
1991,11091,11/2010,11429,91,422,196,735,45.0,35.0,10.0,261.0,60
1993,11093,11/2010,11432,596,2764,1466,5153,68.0,87.0,24.0,346.0,60
1994,11094,11/2010,11433,234,817,478,1461,106.0,167.0,43.0,264.0,60
1995,11095,11/2010,11434,92007,45602,161199,77653,81.0,95.0,16.0,264.0,60
1996,11096,11/2010,11435,1883,3217,3299,5520,115.0,128.0,22.0,282.0,60
1997,11097,11/2010,11436,3416,3717,6134,6506,74.0,75.0,23.0,274.0,60
1998,11098,11/2010,11691,526,897,1246,1808,56.0,105.0,21.0,266.0,60
1999,11099,11/2010,11692,345,574,700,1089,37.0,97.0,23.0,253.0,60
2000,11100,11/2010,11694,507,867,1130,1784,13.0,37.0,10.0,369.0,60
2002,12012,12/2010,10001,563717,569276,945265,964967,154.0,349.0,11.0,1091.0,66
2003,12013,12/2010,10002,183800,172444,315367,297781,60.0,191.0,31.0,941.0,66
2005,12015,12/2010,10004,72255,84785,123644,146210,15.0,10.0,3.0,1087.0,66
2006,12016,12/2010,10005,47643,59663,80762,98237,10.0,66.0,3.0,957.0,66
2007,12017,12/2010,10006,38168,38300,65520,64509,1.0,4.0,1.0,838.0,66
2008,12018,12/2010,10007,56088,56674,94433,97212,24.0,25.0,0.0,1138.0,66
2009,12019,12/2010,10009,314565,292370,525312,491004,92.0,183.0,37.0,931.0,66
2014,12024,12/2010,10014,553501,474647,934452,808939,70.0,90.0,22.0,1121.0,66
2017,12027,12/2010,10018,320192,305381,541149,521990,77.0,108.0,8.0,1139.0,66
2022,12032,12/2010,10023,455191,427309,764182,718610,53.0,58.0,16.0,1113.0,66
2023,12033,12/2010,10024,412285,424454,699458,721333,59.0,95.0,24.0,1025.0,66
2024,12034,12/2010,10025,294421,301647,496657,511381,71.0,161.0,47.0,900.0,66
2025,12035,12/2010,10026,43962,68534,75082,114857,94.0,197.0,34.0,645.0,66
2028,12038,12/2010,10029,123243,145989,205665,240610,96.0,207.0,40.0,748.0,66
2029,12039,12/2010,10030,3566,17181,6332,29069,56.0,136.0,30.0,505.0,66
2030,12040,12/2010,10031,12799,29773,21293,50714,59.0,224.0,27.0,485.0,66
2031,12041,12/2010,10032,7885,25398,13055,41380,56.0,115.0,26.0,449.0,66
2032,12042,12/2010,10033,6706,29265,10504,48556,84.0,116.0,18.0,451.0,66
2033,12043,12/2010,10034,1048,11899,1698,19932,41.0,98.0,29.0,481.0,66
2034,12044,12/2010,10035,38999,76469,65510,127037,109.0,324.0,62.0,630.0,66
2037,12047,12/2010,10038,90680,99194,153113,163577,13.0,49.0,17.0,917.0,66
2038,12048,12/2010,10039,1108,7629,1989,13065,49.0,93.0,23.0,496.0,66
2041,12051,12/2010,10065,581860,510589,957361,847823,65.0,72.0,16.0,1117.0,66
2042,12052,12/2010,10069,299581,261276,504122,441615,44.0,75.0,10.0,1159.0,66
2043,12053,12/2010,10075,240328,231271,405619,388324,13.0,10.0,2.0,1029.0,66
2045,12055,12/2010,10128,334728,333364,547932,556662,51.0,70.0,16.0,883.0,66
2046,12056,12/2010,10280,23719,26006,39219,43061,3.0,2.0,0.0,843.0,66
2049,12059,12/2010,10301,611,1075,1115,1948,64.0,185.0,56.0,259.0,66
2050,12060,12/2010,10302,281,469,501,831,29.0,72.0,26.0,223.0,66
2051,12061,12/2010,10303,5253,22716,10939,41496,6.0,57.0,15.0,205.0,66
2052,12062,12/2010,10304,110,455,161,763,22.0,103.0,26.0,246.0,66
2053,12063,12/2010,10305,409,944,534,1470,27.0,78.0,25.0,250.0,66
2054,12064,12/2010,10306,105,358,147,558,19.0,60.0,29.0,275.0,66
2055,12065,12/2010,10307,1712,1904,3633,3917,10.0,28.0,11.0,268.0,66
2056,12066,12/2010,10308,81,232,130,396,28.0,78.0,32.0,275.0,66
2057,12067,12/2010,10309,245,352,353,503,19.0,71.0,11.0,236.0,66
2058,12068,12/2010,10310,646,914,1161,1563,33.0,69.0,17.0,247.0,66
2059,12069,12/2010,10312,55,259,92,450,25.0,65.0,27.0,248.0,66
2060,12070,12/2010,10314,68,423,101,671,33.0,108.0,26.0,246.0,66
2066,12076,12/2010,10456,318,1794,531,3034,88.0,325.0,56.0,237.0,66
2067,12077,12/2010,10457,337,1845,593,3120,94.0,259.0,54.0,221.0,66
2069,12079,12/2010,10459,286,1331,513,2327,92.0,223.0,42.0,223.0,66
2072,12082,12/2010,10462,562,3810,980,6454,113.0,208.0,35.0,158.0,66
2078,12088,12/2010,10470,1047,3770,2074,6512,45.0,98.0,11.0,204.0,66
2085,12095,12/2010,11004,232,484,285,700,6.0,9.0,6.0,417.0,66
2089,12099,12/2010,11101,25500,28194,44323,49413,21.0,47.0,5.0,500.0,66
2090,12100,12/2010,11102,20175,34885,32101,57559,42.0,74.0,21.0,543.0,66
2091,12101,12/2010,11103,17789,38849,30776,66195,50.0,93.0,22.0,416.0,66
2092,12102,12/2010,11104,27787,34493,45005,57056,45.0,77.0,15.0,433.0,66
2093,12103,12/2010,11105,5569,21468,8854,35772,18.0,41.0,16.0,371.0,66
2096,12106,12/2010,11201,71336,91997,118989,154350,75.0,177.0,35.0,655.0,66
2097,12107,12/2010,11203,267,2318,490,3733,89.0,128.0,35.0,237.0,66
2098,12108,12/2010,11204,504,2444,1042,4377,53.0,55.0,17.0,363.0,66
2099,12109,12/2010,11205,7166,33893,11785,55690,88.0,123.0,31.0,412.0,66
2100,12110,12/2010,11206,4156,24437,7011,40891,159.0,270.0,52.0,259.0,66
2101,12111,12/2010,11207,359,1897,677,3263,181.0,326.0,59.0,258.0,66
2102,12112,12/2010,11208,400,1723,638,2888,159.0,317.0,53.0,239.0,66
2104,12114,12/2010,11210,534,3153,1134,5425,113.0,148.0,26.0,307.0,66
2105,12115,12/2010,11211,58411,94030,99810,159874,126.0,127.0,32.0,540.0,66
2106,12116,12/2010,11212,243,1604,407,2679,130.0,349.0,57.0,248.0,66
2107,12117,12/2010,11213,667,5332,1041,8779,110.0,211.0,38.0,261.0,66
2108,12118,12/2010,11214,503,2672,884,4483,75.0,95.0,23.0,373.0,66
2109,12119,12/2010,11215,10076,45222,16840,75776,60.0,84.0,22.0,596.0,66
2110,12120,12/2010,11216,1876,16149,3028,26596,118.0,222.0,43.0,383.0,66
2111,12121,12/2010,11217,35536,57690,58375,95952,128.0,245.0,43.0,596.0,66
2113,12123,12/2010,11219,357,2921,617,4869,64.0,95.0,20.0,347.0,66
2115,12125,12/2010,11221,1206,11150,2062,18719,198.0,252.0,63.0,216.0,66
2116,12126,12/2010,11222,11702,43199,19415,71702,50.0,55.0,14.0,574.0,66
2117,12127,12/2010,11223,2067,4641,6630,10961,87.0,104.0,21.0,399.0,66
2118,12128,12/2010,11224,367,1005,578,1646,60.0,129.0,21.0,323.0,66
2119,12129,12/2010,11225,1783,10601,2883,17739,83.0,202.0,49.0,310.0,66
2120,12130,12/2010,11226,808,6489,1385,11109,134.0,237.0,49.0,328.0,66
2121,12131,12/2010,11228,729,4427,1125,7401,32.0,73.0,19.0,399.0,66
2124,12134,12/2010,11231,23153,30190,38898,50764,36.0,76.0,22.0,618.0,66
2125,12135,12/2010,11232,1015,5153,1755,8584,41.0,47.0,9.0,462.0,66
2126,12136,12/2010,11233,287,2440,443,3983,161.0,264.0,66.0,285.0,66
2127,12137,12/2010,11234,399,2105,700,3593,105.0,149.0,27.0,326.0,66
2128,12138,12/2010,11235,966,3364,1591,5788,55.0,114.0,16.0,415.0,66
2130,12140,12/2010,11237,1383,12092,2494,20763,184.0,218.0,38.0,368.0,66
2131,12141,12/2010,11238,5783,33268,9497,55687,70.0,90.0,28.0,509.0,66
2133,12143,12/2010,11354,945,3181,1501,5648,34.0,52.0,21.0,416.0,66
2134,12144,12/2010,11355,2686,4109,4434,6865,77.0,109.0,23.0,411.0,66
2135,12145,12/2010,11356,725,1989,1246,3342,24.0,28.0,6.0,351.0,66
2136,12146,12/2010,11357,304,1744,522,2954,21.0,32.0,3.0,413.0,66
2137,12147,12/2010,11358,173,1511,258,2542,23.0,27.0,3.0,383.0,66
2139,12149,12/2010,11361,108,1272,169,2160,17.0,26.0,7.0,418.0,66
2140,12150,12/2010,11362,87,628,186,1087,8.0,17.0,6.0,428.0,66
2141,12151,12/2010,11363,378,1026,658,1739,8.0,6.0,3.0,440.0,66
2142,12152,12/2010,11364,221,1245,311,2017,17.0,31.0,6.0,416.0,66
2143,12153,12/2010,11365,267,1619,406,2727,21.0,23.0,4.0,399.0,66
2144,12154,12/2010,11366,166,1607,303,2750,11.0,27.0,5.0,402.0,66
2145,12155,12/2010,11367,787,4070,1379,6713,36.0,79.0,30.0,350.0,66
2146,12156,12/2010,11368,2630,7136,4515,12664,83.0,115.0,25.0,388.0,66
2147,12157,12/2010,11369,181,1104,335,1907,18.0,25.0,2.0,285.0,66
2149,12159,12/2010,11372,10354,26649,17123,45973,127.0,229.0,44.0,344.0,66
2151,12161,12/2010,11374,3249,10887,5243,18253,46.0,131.0,22.0,392.0,66
2152,12162,12/2010,11375,9343,14652,14266,24192,51.0,77.0,20.0,430.0,66
2153,12163,12/2010,11377,12200,19115,22451,34463,36.0,75.0,23.0,363.0,66
2154,12164,12/2010,11378,1589,6951,2962,11737,25.0,60.0,8.0,337.0,66
2155,12165,12/2010,11379,579,3594,1054,6166,15.0,47.0,7.0,354.0,66
2156,12166,12/2010,11385,430,2631,726,4383,38.0,120.0,20.0,319.0,66
2157,12167,12/2010,11411,178,844,329,1506,30.0,33.0,8.0,292.0,66
2158,12168,12/2010,11412,132,658,276,1228,45.0,57.0,13.0,243.0,66
2159,12169,12/2010,11413,195,1164,376,2039,54.0,72.0,19.0,262.0,66
2160,12170,12/2010,11414,356,1112,637,1950,23.0,27.0,5.0,307.0,66
2161,12171,12/2010,11415,2380,6739,3710,10938,44.0,82.0,17.0,325.0,66
2162,12172,12/2010,11416,280,1104,467,1777,31.0,54.0,12.0,271.0,66
2163,12173,12/2010,11417,360,1348,613,2282,41.0,49.0,17.0,292.0,66
2164,12174,12/2010,11418,379,2122,575,3452,40.0,65.0,9.0,280.0,66
2165,12175,12/2010,11419,569,1567,854,2649,81.0,76.0,29.0,266.0,66
2166,12176,12/2010,11420,211,1029,406,1745,41.0,40.0,13.0,279.0,66
2167,12177,12/2010,11421,475,2307,832,3831,54.0,66.0,16.0,268.0,66
2168,12178,12/2010,11422,416,1728,906,3147,25.0,31.0,8.0,275.0,66
2169,12179,12/2010,11423,547,1737,824,2812,38.0,49.0,15.0,287.0,66
2170,12180,12/2010,11426,587,1022,674,1382,16.0,17.0,8.0,335.0,66
2171,12181,12/2010,11427,158,808,288,1345,23.0,34.0,7.0,318.0,66
2172,12182,12/2010,11428,188,469,251,731,17.0,26.0,6.0,294.0,66
2173,12183,12/2010,11429,90,434,160,723,36.0,45.0,11.0,258.0,66
2175,12185,12/2010,11432,520,2657,888,4563,69.0,84.0,21.0,343.0,66
2176,12186,12/2010,11433,188,809,406,1414,88.0,132.0,29.0,260.0,66
2177,12187,12/2010,11434,86252,45818,154115,78781,63.0,86.0,23.0,261.0,66
2178,12188,12/2010,11435,2153,3575,4105,6297,96.0,120.0,21.0,282.0,66
2179,12189,12/2010,11436,3337,4180,6126,7642,79.0,76.0,17.0,272.0,66
2180,12190,12/2010,11691,509,888,965,1634,59.0,94.0,19.0,268.0,66
2181,12191,12/2010,11692,310,594,755,1251,25.0,84.0,26.0,247.0,66
2182,12192,12/2010,11694,341,730,773,1481,14.0,29.0,8.0,369.0,66
2184,182,01/2011,10001,572197,584756,932705,962182,128.0,334.0,20.0,1093.0,1
2185,183,01/2011,10002,183147,177645,311558,303127,75.0,153.0,16.0,938.0,1
2187,185,01/2011,10004,68299,77505,113207,128451,7.0,19.0,4.0,1084.0,1
2188,186,01/2011,10005,46970,57694,76306,92787,15.0,44.0,2.0,963.0,1
2189,187,01/2011,10006,34934,35245,57096,56847,1.0,3.0,0.0,844.0,1
2190,188,01/2011,10007,50400,50586,81483,83339,21.0,21.0,2.0,1146.0,1
2191,189,01/2011,10009,304867,293756,502573,486182,92.0,189.0,33.0,934.0,1
2196,194,01/2011,10014,542769,476826,901415,794777,80.0,104.0,12.0,1136.0,1
2199,197,01/2011,10018,314163,292557,513049,481894,77.0,102.0,6.0,1142.0,1
2204,202,01/2011,10023,427838,417496,701380,684496,36.0,75.0,19.0,1126.0,1
2205,203,01/2011,10024,390864,418441,652018,696231,41.0,79.0,26.0,1027.0,1
2206,204,01/2011,10025,275396,292884,458388,489744,92.0,191.0,42.0,897.0,1
2207,205,01/2011,10026,41212,66088,68772,108552,91.0,209.0,36.0,636.0,1
2210,208,01/2011,10029,119560,141042,196044,230085,111.0,289.0,47.0,737.0,1
2211,209,01/2011,10030,3524,16180,6459,27138,45.0,126.0,33.0,501.0,1
2212,210,01/2011,10031,12234,28125,20027,46786,75.0,214.0,30.0,479.0,1
2213,211,01/2011,10032,7437,24021,12033,38732,54.0,120.0,26.0,444.0,1
2214,212,01/2011,10033,5579,26280,9177,43268,81.0,117.0,31.0,443.0,1
2215,213,01/2011,10034,1053,10920,1768,18092,46.0,87.0,21.0,468.0,1
2216,214,01/2011,10035,36796,72752,61329,119499,108.0,383.0,60.0,627.0,1
2219,217,01/2011,10038,85737,95235,140466,152881,22.0,34.0,20.0,917.0,1
2220,218,01/2011,10039,1626,7541,3066,12700,45.0,110.0,22.0,496.0,1
2223,221,01/2011,10065,544840,479786,875565,776909,57.0,86.0,18.0,1125.0,1
2224,222,01/2011,10069,284958,263355,466664,433654,36.0,63.0,16.0,1171.0,1
2225,223,01/2011,10075,233317,222524,386007,366437,15.0,7.0,0.0,1035.0,1
2227,225,01/2011,10128,314192,331958,507904,545689,36.0,70.0,18.0,879.0,1
2228,226,01/2011,10280,24640,26321,38901,42219,2.0,3.0,1.0,842.0,1
2231,229,01/2011,10301,434,824,850,1511,67.0,213.0,33.0,259.0,1
2232,230,01/2011,10302,305,422,493,687,41.0,90.0,21.0,222.0,1
2233,231,01/2011,10303,4502,17205,8768,30261,21.0,57.0,24.0,204.0,1
2234,232,01/2011,10304,73,397,108,660,36.0,93.0,20.0,245.0,1
2235,233,01/2011,10305,256,699,347,1154,26.0,73.0,20.0,250.0,1
2236,234,01/2011,10306,95,284,175,479,26.0,91.0,34.0,276.0,1
2237,235,01/2011,10307,4401,4340,6639,6603,11.0,29.0,8.0,268.0,1
2238,236,01/2011,10308,57,168,77,274,21.0,79.0,23.0,276.0,1
2239,237,01/2011,10309,157,234,227,348,20.0,70.0,18.0,237.0,1
2240,238,01/2011,10310,370,597,732,1095,40.0,68.0,12.0,247.0,1
2241,239,01/2011,10312,95,215,138,343,16.0,63.0,24.0,248.0,1
2242,240,01/2011,10314,90,372,132,614,33.0,113.0,42.0,246.0,1
2248,246,01/2011,10456,546,1774,1290,3201,122.0,416.0,55.0,230.0,1
2249,247,01/2011,10457,383,1921,650,3315,106.0,316.0,48.0,216.0,1
2251,249,01/2011,10459,361,1317,747,2287,107.0,275.0,53.0,217.0,1
2254,252,01/2011,10462,1107,4019,2950,7779,103.0,265.0,50.0,160.0,1
2260,258,01/2011,10470,806,3105,1623,5466,53.0,106.0,8.0,203.0,1
2267,265,01/2011,11004,196,504,291,758,8.0,11.0,3.0,415.0,1
2271,269,01/2011,11101,25747,27475,44711,47805,23.0,45.0,10.0,509.0,1
2272,270,01/2011,11102,18924,34123,29718,55494,42.0,76.0,18.0,534.0,1
2273,271,01/2011,11103,15304,36314,26529,61210,49.0,100.0,26.0,414.0,1
2274,272,01/2011,11104,24585,31680,39435,51748,66.0,109.0,27.0,428.0,1
2275,273,01/2011,11105,5144,21223,8337,34925,28.0,42.0,11.0,372.0,1
2278,276,01/2011,11201,69668,91637,112816,150111,91.0,213.0,35.0,655.0,1
2279,277,01/2011,11203,255,1993,473,3373,106.0,124.0,36.0,236.0,1
2280,278,01/2011,11204,477,2270,752,3666,45.0,88.0,31.0,362.0,1
2281,279,01/2011,11205,6741,33573,10925,54401,73.0,101.0,23.0,407.0,1
2282,280,01/2011,11206,4301,23547,7210,38932,183.0,278.0,54.0,263.0,1
2283,281,01/2011,11207,537,1859,833,3190,207.0,375.0,62.0,257.0,1
2284,282,01/2011,11208,412,1620,587,2652,166.0,327.0,42.0,240.0,1
2286,284,01/2011,11210,490,2958,971,5049,89.0,144.0,19.0,309.0,1
2287,285,01/2011,11211,61631,95191,103737,158937,120.0,129.0,23.0,538.0,1
2288,286,01/2011,11212,220,1545,368,2591,196.0,374.0,78.0,249.0,1
2289,287,01/2011,11213,635,4952,1024,8328,132.0,223.0,48.0,258.0,1
2290,288,01/2011,11214,565,2577,794,4095,64.0,138.0,25.0,373.0,1
2291,289,01/2011,11215,11058,45462,18215,74679,64.0,99.0,24.0,597.0,1
2292,290,01/2011,11216,1789,15299,2949,25042,136.0,235.0,42.0,377.0,1
2293,291,01/2011,11217,33994,55541,54636,90939,118.0,249.0,44.0,596.0,1
2295,293,01/2011,11219,366,2934,706,4960,73.0,101.0,17.0,345.0,1
2297,295,01/2011,11221,1158,10611,1969,17780,182.0,310.0,63.0,215.0,1
2298,296,01/2011,11222,11686,42583,19075,69562,42.0,48.0,16.0,568.0,1
2299,297,01/2011,11223,1722,4420,3442,8028,68.0,138.0,21.0,401.0,1
2300,298,01/2011,11224,337,950,475,1601,57.0,153.0,24.0,325.0,1
2301,299,01/2011,11225,1583,10016,2607,16535,124.0,173.0,49.0,308.0,1
2302,300,01/2011,11226,855,6097,1514,10136,194.0,264.0,48.0,326.0,1
2303,301,01/2011,11228,379,3593,715,5912,44.0,73.0,21.0,399.0,1
2306,304,01/2011,11231,23595,30416,39184,49715,35.0,91.0,22.0,621.0,1
2307,305,01/2011,11232,1182,4853,1921,8053,30.0,73.0,13.0,467.0,1
2308,306,01/2011,11233,264,2215,451,3613,139.0,272.0,42.0,284.0,1
2309,307,01/2011,11234,385,1975,567,3255,87.0,149.0,44.0,327.0,1
2310,308,01/2011,11235,723,3049,1282,5349,54.0,92.0,21.0,418.0,1
2312,310,01/2011,11237,1432,11561,2569,19381,163.0,270.0,49.0,364.0,1
2313,311,01/2011,11238,5104,31986,8320,52634,74.0,98.0,24.0,508.0,1
2315,313,01/2011,11354,834,2693,1243,4313,27.0,51.0,11.0,413.0,1
2316,314,01/2011,11355,2545,3734,3917,6044,56.0,135.0,27.0,406.0,1
2317,315,01/2011,11356,664,1814,1333,3215,26.0,34.0,7.0,349.0,1
2318,316,01/2011,11357,253,1678,564,2877,18.0,34.0,13.0,412.0,1
2319,317,01/2011,11358,168,1286,267,2160,23.0,36.0,10.0,382.0,1
2321,319,01/2011,11361,93,1160,164,1935,19.0,32.0,5.0,416.0,1
2322,320,01/2011,11362,104,629,167,1038,4.0,12.0,4.0,427.0,1
2323,321,01/2011,11363,231,793,534,1437,4.0,2.0,1.0,442.0,1
2324,322,01/2011,11364,121,1076,199,1736,22.0,18.0,6.0,415.0,1
2325,323,01/2011,11365,215,1438,317,2300,15.0,31.0,6.0,398.0,1
